"id","producer_id","description","cocoa_percentage","wrapper","quantity","double","archive","notes","created_at"
571,184,"Dark chocolate with cherries",68,"box",85,0,"","","2015-11-22 18:12:39"
572,4,"Fondente extra",73,"box",73,0,"","","2015-11-22 18:14:21"
573,108,"Blend extra fondente",85,"box",80,0,"faldone blu","","2015-11-22 18:15:56"
574,185,"Cioccolato senza zucchero",60,"box",100,0,"","da Steve","2015-11-22 18:26:02"
575,185,"Cioccolato caffè",50,"box",100,0,"","da Steve","2015-11-22 18:26:02"
576,185,"Cioccolato menta",50,"box",100,0,"","da Steve","2015-11-22 18:26:02"
577,186,"Cioccolato di Modica Liquirizia",50,"box",100,1,"faldone blu","da Steve","2015-11-22 18:30:03"
578,69,"Cioccolato di Modica alla Cannella",50,"box",100,0,"faldone blu","da Steve","2015-11-22 18:53:50"
579,50,"Cioccolato fondente di Modica al peperoncino",50,"box",75,0,"faldone blu","da Steve","2015-11-22 18:57:08"
580,187,"Noir fleur de sel",70,"box",70,0,"","","2016-01-01 16:10:35"
581,31,"Cioccolato extra fondente con cristalli alla menta (2015)",70,"box",75,0,"faldone blu","","2016-01-01 16:16:46"
582,31,"Cioccolato bianco con foglie di menta piperita del Piemonte",0,"box",75,0,"faldone blu","","2016-01-01 16:18:25"
583,6,"Cioccolato extra fondente con scorzette di limone e cristalli allo zenzero",70,"box",75,1,"faldone blu","","2016-01-01 16:20:29"
584,115,"Gran boquet Peperoncino",73,"box",100,0,"faldone blu","","2016-01-01 16:22:27"
585,188,"Cioccolato extra fondente Chocolate meets webdesign",50,"box",50,1,"faldone blu","","2016-01-01 16:34:20"
586,188,"Cioccolato finissimo al latte Chocolate meets webdesign",30,"box",50,0,"faldone blu","","2016-01-01 16:34:20"
587,186,"Cioccolato di Modica Cocco",50,"box",100,0,"faldone blu","da Steve","2016-01-01 16:35:38"
588,189,"Xocolata Ghana",70,"box",70,0,"","","2016-01-01 16:42:21"
589,14,"Feine bitter with coconut blossom nectar Panama (new)",75,"box",80,0,"faldone verde","","2016-01-01 16:46:54"
590,108,"Speziali caffè e cardamomo",62,"box",80,0,"faldone blu","","2016-01-01 16:48:17"
591,70,"Toscano cioccolato Gianduja",32,"box",50,0,"faldone blu","da Steano Valle","2016-01-01 16:49:47"
592,70,"Toscano cioccolato bianco",29,"box",50,0,"faldone blu","da Francesco De Marchi","2016-01-01 16:49:47"
593,14,"Feine bitter orange 2015",70,"paper",100,0,"faldone rosso","","2016-01-01 16:55:52"
594,190,"Chocolate negro",70,"paper",300,0,"raccoglitore","","2016-01-01 16:58:23"
595,191,"Weisse schokolade mit mohn und Limonenol",30,"paper",50,0,"faldone rosso","da Flavio","2016-01-01 17:04:53"
596,192,"Chocolate",70,"paper",75,0,"faldone rosso","","2016-01-01 17:07:29"
597,160,"con nocciole 2015",30,"paper",100,0,"faldone giallo","","2016-01-01 17:11:42"
598,160,"Riso soffiato",30,"paper",100,0,"faldone giallo","","2016-01-01 17:11:42"
599,32,"Schocolade handgeschopft Kurbis",60,"paper",100,0,"faldone rosso","","2016-02-20 16:48:15"
600,78,"Tiny Tony",48,"paper",5,0,"faldone rosso","","2016-02-20 17:15:50"
601,14,"Dunkle nougat",36,"paper",100,0,"faldone rosso","","2016-02-21 10:10:10"
602,193,"Chocolate puro Ghana costa de marfil",85,"paper",125,0,"faldone rosso","","2016-02-21 10:13:12"
603,194,"Chocolate familiar a la taza",30,"paper",200,0,"raccoglitore","","2016-02-21 10:15:38"
604,16,"Lindor extra fondente",60,"paper",38,0,"faldone rosso","","2016-02-21 10:18:31"
605,13,"Yogurt",0,"paper",17,1,"faldone rosso","","2016-02-21 10:23:20"
606,13,"Latte",35,"paper",17,1,"faldone rosso","","2016-02-21 10:23:20"
607,13,"Marzapane",0,"paper",17,0,"faldone rosso","","2016-02-21 10:23:20"
608,13,"Biscotto",0,"paper",17,0,"faldone rosso","","2016-02-21 10:23:20"
609,13,"Cornflakes",30,"paper",17,0,"faldone rosso","","2016-02-21 10:23:20"
610,68,"Cioccolato fondente extra",75,"paper",100,0,"faldone giallo","","2016-02-21 10:26:42"
611,195,"Cioccolata modicana peperoncino",50,"paper",100,1,"faldone giallo","","2016-02-21 10:29:30"
612,70,"9",75,"box",50,0,"faldone blu","","2016-02-21 10:38:20"
613,31,"Puro cioccolato moscato (2016)",30,"box",75,0,"faldone blu","","2016-02-21 10:43:14"
614,196,"Dark chocolate Costa Rica",71,"box",100,0,"faldone verde","","2016-02-21 16:18:35"
615,196,"Dark chocolate Peru",64,"box",100,0,"faldone verde","","2016-02-21 16:18:35"
616,197,"Madagascar cacao grand cru Sambirano",85,"box",100,0,"faldone verde","","2016-02-21 16:39:43"
617,14,"Vollmilch ganznuss",32,"box",100,0,"faldone verde","","2016-02-21 16:41:51"
618,16,"Framboise intense (nouveau)",47,"box",100,0,"faldone verde","","2016-02-21 16:55:57"
619,198,"Grenade",60,"box",100,0,"faldone verde","","2016-02-21 16:58:52"
620,186,"Cioccolato di Modica Canapa",60,"box",60,0,"faldone blu","da Steve","2016-02-21 17:07:51"
621,199,"Trinitario Criollo",99,"box",100,0,"faldone blu","","2016-02-21 17:14:57"
622,1,"Cioccolato al latte d'asina",45,"box",25,0,"faldone blu","","2016-02-21 17:16:27"
623,101,"Dark chocolate aloe and blackcurrant",70,"box",50,0,"faldone blu","","2016-02-21 17:18:22"
624,200,"Cacao Rio de Oro",75,"box",100,0,"","da Whites","2016-04-03 16:05:57"
625,201,"La cioccolata del re fondente",54,"paper",100,0,"faldone giallo","","2016-04-03 16:09:49"
626,202,"Cioccolato crudo biologico con zucchero ai fiori di cocco",73,"paper",30,0,"faldone giallo","","2016-04-03 16:13:14"
627,143,"Bresil",72,"paper",45,0,"faldone rosso","","2016-04-03 16:15:38"
628,13,"Nocciole",30,"paper",17,0,"faldone rosso","","2016-04-03 16:18:16"
629,14,"Rice choc",40,"paper",100,0,"faldone rosso","","2016-04-03 16:20:04"
630,1,"Morogoro - Tanzania (fine cacao)",70,"box",50,0,"faldone blu","","2016-04-03 16:26:26"
631,197,"Haiti cacao gran cru Haitien",72,"box",100,0,"faldone verde","","2016-04-03 16:31:46"
632,1,"Sur del Lago - Venezuela",70,"box",50,0,"faldone blu","","2016-05-28 14:28:13"
633,68,"Sfoglia nera fondente extra",70,"box",100,0,"faldone blu","","2016-05-28 14:29:39"
634,101,"Cioccolato al latte miele e propoli",34,"box",50,0,"faldone blu","","2016-05-28 14:32:49"
635,176,"Cioccolato alla cannella 2016",55,"box",60,0,"faldone blu","","2016-05-28 14:41:11"
636,176,"Cioccolato al peperoncino",55,"box",60,0,"faldone blu","","2016-05-28 14:41:11"
637,108,"Speziali anice",40,"box",80,0,"faldone blu","","2016-05-28 14:45:37"
638,14,"Feine bitter Panama",99,"box",80,0,"faldone verde","","2016-05-28 14:48:52"
639,16,"Noir puissant (2016)",85,"box",100,0,"faldone verde","","2016-05-28 14:54:01"
640,203,"Panama feinbitter",80,"box",100,0,"faldone verde","","2016-05-28 14:59:02"
641,50,"Fondente extra con nocciole intere (2016)",54,"paper",130,0,"faldone giallo","","2016-05-28 15:04:15"
642,169,"Cioccolato fondente (2016, kosher)",60,"paper",85,1,"faldone giallo","","2016-05-28 15:09:10"
643,7,"Cuor di cacao",75,"paper",45,0,"faldone giallo","","2016-05-28 15:15:08"
644,7,"Cuor di cacao",85,"paper",45,0,"faldone giallo","","2016-05-28 15:15:08"
645,202,"Cioccolato crudo biologico con reishi, pinoli siberiani e zucchero da fiori di cocco",71,"paper",30,0,"faldone giallo","","2016-05-28 15:21:33"
646,202,"Energy fruitbites con baobab",33,"paper",18,0,"faldone giallo","","2016-05-28 15:21:33"
647,204,"Extra dark",82,"paper",85,0,"faldone rosso","dal tozzy","2016-05-28 15:24:27"
648,205,"Dark chocolate",70,"paper",100,0,"faldone rosso","","2016-05-28 15:28:33"
649,16,"Extra fondente (2016)",72,"paper",100,0,"faldone rosso","","2016-05-28 15:30:54"
650,208,"Dairy Milk Fruit & nut",26,"paper",200,0,"raccoglitore","da whites","2016-05-28 15:36:06"
651,209,"Barra de chocolate con pasas de uva",0,"paper",100,0,"faldone rosso","","2016-05-28 15:38:38"
652,7,"Extra fondente biologico",70,"paper",45,0,"faldone giallo","","2016-09-04 13:56:11"
653,210,"Cioccolato fondente con bacche di goji bio",71,"",90,0,"faldone giallo","","2016-09-04 13:56:59"
654,202,"Energy fruitbites con goji",22,"paper",18,0,"faldone giallo","","2016-09-04 13:59:33"
655,202,"Energy fruitbites con spirulina",22,"paper",18,0,"faldone giallo","","2016-09-04 13:59:33"
656,211,"Schokolade carino kardamom",38,"paper",100,0,"faldone rosso","","2016-09-04 14:09:05"
657,16,"Fondente con nocciole intere",45,"paper",100,0,"faldone rosso","","2016-09-04 14:12:08"
658,182,"Chocolate negro ecologico Congo",82,"paper",125,0,"raccoglitore","","2016-09-04 14:25:01"
659,182,"Chocolate negro ecologico Perù",77,"paper",125,0,"raccoglitore","","2016-09-04 14:25:01"
660,143,"Madagascar",65,"paper",45,0,"faldone rosso","","2016-09-04 14:27:00"
661,212,"Chocolate puro",80,"paper",125,0,"faldone rosso","","2016-09-04 14:29:52"
662,13,"Kakao-mousse",40,"paper",100,0,"faldone rosso","","2016-09-04 14:33:04"
663,13,"Blackberry cream",30,"paper",100,0,"faldone rosso","","2016-09-04 14:35:02"
664,13,"Marzapane",0,"paper",100,0,"faldone rosso","","2016-09-04 14:35:02"
665,13,"Buttermilk lemon",0,"paper",100,0,"faldone rosso","","2016-09-04 14:35:02"
666,213,"Tre Colonias Arriba Ecuador",72,"paper",100,0,"faldone rosso","","2016-09-04 14:48:23"
667,8,"Mascao fondente extra arancia (2012)",58,"box",100,0,"faldone blu","","2016-09-04 15:19:05"
668,70,"Madagascar",70,"box",50,0,"faldone blu","","2016-09-04 15:20:52"
669,70,"Trinidad",70,"box",50,0,"faldone blu","","2016-09-04 15:20:52"
670,70,"Jamaica",70,"box",50,0,"faldone blu","","2016-09-04 15:20:52"
671,70,"Grenada",70,"box",50,0,"faldone blu","","2016-09-04 15:20:52"
672,102,"Gianduia nero",35,"box",100,0,"faldone blu","","2016-09-04 15:24:57"
673,60,"Cioccolato gianduia fondente",0,"box",100,0,"faldone blu","","2016-09-04 15:25:55"
674,214,"Spéculoos",72,"box",80,0,"raccoglitore","","2016-09-04 15:37:31"
675,215,"Yuzu du Japon",75,"box",50,0,"faldone verde","","2016-09-04 15:37:31"
676,215,"Cumin vert d'Alnif - Maroc",50,"box",50,0,"faldone verde","","2016-09-04 15:37:31"
677,216,"Sauerkirsch-koriander gefullt",35,"box",100,0,"faldone verde","","2016-09-04 15:38:18"
678,154,"Limited edition - Tien Giang - Vietnam",75,"box",80,0,"faldone verde","","2016-09-04 15:46:41"
679,154,"Limited edition - Tabasco - Mexique",78,"box",80,0,"faldone verde","","2016-09-04 15:46:41"
680,144,"Chocolat collection 3",72,"box",100,0,"faldone verde","","2016-09-04 15:48:12"
681,217,"Absinthe",56,"box",100,0,"faldone verde","","2016-09-04 15:50:23"
682,47,"El Pedregal 2015",64,"box",70,0,"faldone verde","","2016-09-04 15:54:52"
683,218,"Chocolate with amaranth",0,"box",50,0,"faldone verde","","2016-09-04 15:58:09"
684,218,"Chocolate con quinua",0,"box",100,0,"faldone verde","","2016-09-04 15:58:09"
685,202,"Energy fruitbites con reishi",22,"paper",18,0,"faldone giallo","","2016-12-09 10:05:01"
686,29,"Tablò fondente extra",46,"paper",80,1,"faldone giallo","","2016-12-09 10:07:30"
687,29,"Tablò fondente extra",70,"paper",80,0,"faldone giallo","","2016-12-09 10:07:30"
688,8,"Companera cioccolato finissimo al latte",34,"paper",100,0,"faldone giallo","","2016-12-09 10:10:47"
689,6,"Cioccolato fondente extra con nocciole intere",50,"paper",100,0,"faldone giallo","","2016-12-09 10:16:21"
690,165,"Fondente blocco",50,"paper",500,0,"faldone giallo","","2016-12-09 10:20:06"
691,165,"Nocciolato fondente",50,"paper",200,0,"raccoglitore","","2016-12-09 10:20:06"
692,219,"Cioccolato fondente all'arancia",70,"paper",100,0,"faldone giallo","","2016-12-09 10:25:09"
693,219,"Cioccolato fondente al limone con pepe",70,"paper",100,0,"faldone giallo","","2016-12-09 10:25:09"
694,6,"Cioccolato fondente amaro extra (2016)",88,"box",75,1,"faldone blu","","2016-12-09 10:41:08"
695,83,"Cioccolato fondente extra - Repubblica Dominicana 2016",70,"box",100,1,"faldone blu","","2016-12-09 10:49:00"
696,220,"Cioccolato extra fondente",85,"box",80,0,"faldone blu","","2016-12-09 10:53:43"
697,220,"Cioccolato extra fondente con fave di cacao",85,"box",80,0,"faldone blu","","2016-12-09 10:53:43"
698,8,"Mascao fondente extra quinoa e riso (logo bio, 2013)",61,"box",100,0,"faldone blu","","2016-12-09 11:12:13"
699,8,"Mascao fondente extra fave di cacao (2013)",73,"box",100,0,"faldone blu","","2016-12-09 11:12:13"
700,8,"Mascao fondente extra fave di cacao (2016)",70,"box",100,0,"faldone blu","","2016-12-09 11:12:13"
701,8,"Mascao fondente extra (2013)",70,"box",100,1,"faldone blu","","2016-12-09 11:12:13"
702,8,"Mascao fondente extra arancia (2015)",58,"box",100,0,"faldone blu","","2016-12-09 11:12:13"
703,8,"Mascao fondente extra melograno",60,"box",80,1,"faldone blu","","2016-12-09 11:12:13"
704,8,"Mascao cocco",54,"box",80,1,"faldone blu","","2016-12-09 11:12:13"
705,221,"Fondente",86,"box",100,1,"raccoglitore","","2016-12-09 11:21:10"
706,29,"Nero fondente extra",85,"box",100,1,"faldone blu","","2016-12-09 11:26:32"
707,8,"Mascao fondente extra (2016, fascia orizzontale)",70,"box",100,1,"faldone blu","","2016-12-09 12:32:25"
708,35,"Dark chocolate chopped hazelnuts",56,"paper",90,0,"faldone rosso","","2016-12-09 14:02:14"
709,222,"Negro extrafino e intenso",80,"paper",125,0,"faldone rosso","","2016-12-09 14:05:14"
710,13,"Krokante tortilla chips",30,"paper",100,0,"faldone rosso","","2016-12-09 14:08:01"
711,35,"Dark chocolate",56,"paper",90,0,"faldone rosso","","2016-12-09 14:09:52"
712,15,"Abmopebkuu",71,"paper",85,0,"faldone rosso","","2016-12-09 14:14:25"
713,84,"Bogatstvo cokolade i voca",30,"paper",100,0,"faldone rosso","","2016-12-09 14:15:47"
714,160,"Bunte kakaolinsen",30,"paper",100,0,"faldone giallo","","2016-12-09 14:17:49"
715,223,"Chocolate extrafino negro",72,"box",100,0,"faldone verde","","2016-12-09 14:25:41"
716,144,"Chocolat collection 1",64,"box",100,0,"faldone verde","","2016-12-09 14:34:53"
717,224,"",55,"box",80,0,"faldone verde","","2016-12-09 14:38:47"
718,14,"Dunkle Vollmilch with coconut blossom nectar Panama",50,"box",80,0,"faldone verde","","2016-12-09 14:43:56"
719,8,"Cioccolato al latte Cru di Cacao Arriba Ecuador",15,"box",50,0,"","","2016-12-09 14:49:36"
720,115,"LatteNero",51,"box",100,0,"faldone blu","","2016-12-09 16:57:47"
721,85,"Scatoletta da cioccolatino",0,"box",0,0,"","","2016-12-09 17:11:16"
722,85,"Gran cru Venezuela",72,"box",100,0,"faldone blu","","2016-12-09 17:11:16"
723,85,"Gran cru Madagascar",64,"box",100,0,"faldone blu","","2016-12-09 17:11:16"
724,1,"Single origins (2016)",70,"box",28,0,"","","2016-12-09 17:16:53"
725,1,"Morogoro - Tanzania",70,"box",5,0,"","","2016-12-09 17:16:53"
726,1,"Cioccolato al latte di capra",45,"box",25,0,"faldone blu","","2016-12-09 17:18:05"
727,13,"Mini bunter mix",0,"box",150,0,"faldone verde","","2016-12-09 17:39:23"
728,225,"Deep",85,"box",100,0,"faldone verde","","2016-12-09 17:46:15"
729,226,"Coco Phoria Extra cocoa butter",80,"",100,0,"faldone verde","","2016-12-09 17:53:09"
730,227,"Chocolate artesanal",70,"box",50,0,"faldone verde","","2016-12-09 17:57:07"
731,228,"Aussie milk",45,"box",100,0,"faldone verde","","2016-12-09 18:01:26"
732,229,"Papua New Guinea",70,"",100,0,"","","2016-12-09 18:04:11"
733,169,"Cioccolato fondente (2016)",70,"paper",85,0,"faldone giallo","","2016-12-31 14:02:19"
734,219,"Cioccolato fondente allo zenzero",70,"paper",100,0,"faldone giallo","","2016-12-31 14:03:42"
735,219,"Cioccolato al latte con pane croccante di segale",50,"paper",100,0,"faldone giallo","","2016-12-31 14:03:42"
736,46,"Extra fondente",74,"box",75,0,"","","2016-12-31 14:07:05"
737,46,"Cioccolato grezzo alla pietra (2016)",70,"box",55,0,"faldone blu","","2016-12-31 14:09:36"
738,85,"Blend Africa",85,"box",100,0,"faldone blu","","2016-12-31 14:19:43"
739,101,"Cioccolato bianco puro",33,"box",50,0,"faldone blu","","2016-12-31 14:31:18"
740,31,"Extra fondente (2016)",88,"box",75,0,"faldone blu","","2016-12-31 14:39:16"
741,13,"Fondente con nocciole intere (special nuts)",50,"paper",100,0,"faldone rosso","","2016-12-31 14:55:14"
742,13,"Nocciole intere (special nuts)",30,"paper",100,0,"faldone rosso","","2016-12-31 14:55:14"
743,16,"Lindor extra fondente (2016, cocoa symbol)",60,"paper",100,0,"faldone rosso","","2016-12-31 14:59:38"
744,230,"Chocolate artesano",75,"paper",200,0,"faldone rosso","","2016-12-31 15:01:37"
745,224,"",64,"box",25,0,"faldone verde","","2016-12-31 15:05:39"
746,8,"Companera extra fondente (2016 - foglia bio)",70,"paper",100,0,"faldone giallo","","2017-01-28 14:26:45"
747,201,"La cioccolata del re peperoncino",54,"paper",100,0,"faldone giallo","","2017-01-28 14:29:17"
748,231,"Pasta pura de cacao",100,"paper",400,0,"raccoglitore","","2017-01-28 14:35:30"
749,14,"Pfefferminz",68,"paper",100,0,"faldone rosso","","2017-01-28 14:38:29"
750,232,"Zlahtna temna cokolada",70,"paper",70,0,"faldone rosso","","2017-01-28 14:42:31"
751,166,"Chuao Venezuela (valori nutritivi sul retro)",75,"paper",100,0,"faldone rosso","","2017-01-28 15:52:55"
752,232,"Zlahtna temna cokolada Mistica",75,"box",100,0,"faldone verde","","2017-01-28 16:01:30"
753,233,"Chocolate con leche, almendras, naranja y pasas",0,"box",100,0,"faldone verde","","2017-01-28 16:04:38"
754,35,"Chocolate bar with chocolate truffle with cognac filling (red)",43,"paper",43,0,"faldone rosso","","2017-02-04 16:20:53"
755,35,"Chocolate bar with caramel filling (orange)",43,"paper",40,0,"faldone rosso","","2017-02-04 16:20:53"
756,195,"Cioccolato di Modica Cannella",50,"box",70,0,"","","2017-02-04 16:23:48"
757,195,"Cioccolato di Modica Ecuadorian raw",70,"box",70,0,"","","2017-02-04 16:23:48"
758,41,"Papuasia",36,"box",50,0,"faldone blu","","2017-02-04 16:26:28"
759,41,"Santo Domingo",70,"box",50,0,"faldone blu","","2017-02-04 16:26:28"
760,41,"Cuba",70,"box",50,0,"faldone blu","","2017-02-04 16:26:28"
761,221,"Fondente con granella di cacao",74,"box",100,1,"raccoglitore","","2017-02-04 16:29:52"
762,101,"Cioccolato extra fondente con pepe rosa",70,"box",50,0,"faldone blu","","2017-02-04 16:34:19"
763,101,"Massa di cacao",100,"box",50,0,"faldone blu","","2017-02-04 16:34:19"
764,49,"Massa di cacao Cento%",100,"box",50,0,"faldone blu","","2017-02-04 16:36:59"
765,49,"Cioccolato Novanta%",90,"box",50,0,"faldone blu","","2017-02-04 16:36:59"
766,234,"Fondente + Cardamomo",70,"box",130,0,"raccoglitore","","2017-02-04 16:39:35"
767,235,"Euforia: Cioccolato fondente, sale rosa dell'Himalaya, semi di canapa e grué di cacao",65,"box",50,0,"raccoglitore","","2017-02-04 16:45:42"
768,235,"Bella: Cioccolato fondente, olio di lino, semi di uva e tè verde",65,"box",50,1,"raccoglitore","","2017-02-04 16:45:42"
769,235,"Relazione: Cioccolato fondente con foglie di tè earl grey",63,"box",50,0,"raccoglitore","","2017-02-04 16:45:42"
770,235,"Mediterraneo: Cioccolato fondente, mandorle, pistacchi, uvetta, arancia e limone",65,"box",50,0,"raccoglitore","","2017-02-04 16:45:42"
771,235,"Benessere: Cioccolato fondente con mirtillo rosso",65,"box",50,0,"raccoglitore","","2017-02-04 16:45:42"
772,202,"Energy fruitbar con baobab e scaglie di cioccolato",15,"paper",35,0,"faldone giallo","","2017-03-04 14:36:01"
773,16,"Lindor milch",0,"paper",100,0,"faldone rosso","","2017-03-04 14:47:14"
774,16,"Lindor dunkel",0,"paper",100,0,"faldone rosso","","2017-03-04 14:47:14"
775,16,"Lindor weiss",0,"paper",100,0,"faldone rosso","","2017-03-04 14:47:14"
776,13,"Gianduia",0,"paper",17,0,"faldone rosso","","2017-03-04 14:50:40"
777,35,"Chayka milk chocolate",28,"paper",90,0,"faldone rosso","","2017-03-04 15:09:51"
778,35,"Alionka milk chocolate",22,"paper",90,0,"faldone rosso","","2017-03-04 15:09:51"
779,35,"Vanilla nougat milk chocolate",34,"paper",90,1,"faldone rosso","","2017-03-04 15:09:51"
780,35,"Coconut nougat milk chocolate",34,"paper",90,0,"faldone rosso","","2017-03-04 15:09:51"
781,35,"Blueberry nougat milk chocolate",34,"paper",90,1,"faldone rosso","","2017-03-04 15:09:51"
782,8,"Mascao fondente extra menta (2016, striscia verde)",61,"box",100,0,"faldone blu","","2017-03-04 15:23:24"
783,49,"Cioccolato alla cannella",45,"box",100,0,"faldone blu","","2017-03-04 15:28:56"
784,220,"Cioccolato extra fondente con zenzero",85,"box",80,1,"faldone blu","","2017-03-04 15:30:42"
785,234,"Fondente + Mandorle",70,"box",130,0,"raccoglitore","","2017-03-04 15:54:31"
786,234,"Fondente + Fave di cacao",70,"box",130,0,"raccoglitore","","2017-03-04 15:54:31"
787,41,"Messico",40,"box",50,0,"faldone blu","","2017-03-04 16:03:58"
788,41,"Ecuador",70,"box",50,0,"faldone blu","","2017-03-04 16:03:58"
789,41,"Africa",75,"box",50,0,"faldone blu","","2017-03-04 16:03:58"
790,41,"Tingo Maria",65,"box",50,0,"faldone blu","","2017-03-04 16:03:58"
791,41,"Ecuador",70,"box",80,0,"faldone blu","","2017-03-04 16:03:58"
792,236,"Fondente extra Perù",70,"box",100,0,"faldone blu","","2017-03-04 16:06:34"
793,236,"Fondente extra Ecuador",75,"box",100,1,"faldone blu","","2017-03-04 16:06:34"
794,15,"Decepm peach",31,"box",90,0,"faldone verde","","2017-03-04 16:11:51"
795,15,"Decepm strawberry",31,"box",90,0,"faldone verde","","2017-03-04 16:11:51"
796,35,"Slivk-lenivki milk chocolate with milk-cream filling",34,"box",100,0,"faldone verde","","2017-03-04 16:14:12"
797,227,"Chocolate artesanal Kiwicha",55,"box",50,0,"faldone verde","","2017-03-04 16:15:54"
798,202,"Energy fruitbar con spirulina e burro di cacao",10,"paper",25,0,"faldone giallo","","2017-04-22 15:02:05"
799,6,"Cioccolato fondente extra (solo con puro cacao)",50,"paper",100,1,"faldone giallo","","2017-04-22 15:07:02"
800,8,"Mascao fondente extra quinoa e riso (fascia orizzontale, 2017)",61,"box",100,1,"faldone blu","","2017-04-22 15:11:55"
801,70,"Blanco de criollo novembre 2012 (kosher, 2017)",70,"box",50,0,"faldone blu","","2017-04-22 15:20:00"
802,70,"Chuao (kosher, 2017)",70,"box",50,1,"faldone blu","","2017-04-22 15:22:21"
803,186,"Cioccolato di Modica al Marsala",50,"box",100,0,"faldone blu","","2017-04-22 15:28:37"
804,41,"Crue de Cacao",65,"box",50,0,"faldone blu","","2017-04-22 15:30:42"
805,41,"Tingo Maria",65,"box",80,0,"faldone blu","","2017-04-22 15:33:11"
806,41,"Africa",75,"box",80,0,"faldone blu","","2017-04-22 15:33:11"
807,41,"Santo Domingo",70,"box",80,0,"faldone blu","","2017-04-22 15:33:11"
808,41,"Cuba",70,"box",80,0,"faldone blu","","2017-04-22 15:33:11"
809,200,"Cacao Rio de Oro",100,"box",100,0,"","","2017-04-22 15:36:28"
810,235,"Passione: Cioccolato fondente, maca, peperoncino e cola",65,"box",50,0,"raccoglitore","","2017-04-22 15:40:45"
811,235,"Oriente: Cioccolato fondente, curcuma e curry, sale rosa dell'Himalaya",65,"box",50,0,"raccoglitore","","2017-04-22 15:40:45"
812,237,"Chocolate pasta pura sin azucar",0,"paper",100,0,"faldone rosso","","2017-04-23 13:58:13"
813,238,"Colombie",70,"paper",75,0,"faldone rosso","","2017-04-23 14:01:11"
814,160,"Daim",30,"paper",100,0,"faldone giallo","","2017-04-23 14:03:58"
815,14,"Feine bitter (vegan, one world, 2017)",71,"paper",100,0,"faldone rosso","","2017-04-23 14:06:22"
816,239,"Passionsfrucht Karamell Thymian",60,"paper",70,0,"faldone rosso","","2017-04-23 14:10:49"
817,89,"Sea salt soiree",0,"box",100,0,"faldone verde","","2017-04-23 14:16:29"
818,14,"Edel bitter Ecuador",70,"box",100,0,"faldone verde","","2017-04-23 14:19:04"
819,16,"Noir orange intense (scadenza dorata, 2017)",48,"box",100,1,"faldone verde","","2017-04-23 14:31:22"
820,85,"Ecuador",100,"box",100,0,"faldone blu","","2017-05-28 14:27:17"
821,33,"Fondente extra con zenzero",70,"box",50,0,"faldone blu","","2017-05-28 14:34:11"
822,8,"Mascao fondente extra arancia (fascia orizzontale)",58,"box",100,1,"faldone blu","","2017-05-28 14:47:35"
823,8,"Mascao fondente extra fave di cacao (fascia orizzontale)",70,"box",100,1,"faldone blu","","2017-05-28 14:47:35"
824,6,"Ecuador cioccolato aromatico intenso (riquadro valori nutrizionali)",75,"box",75,1,"faldone blu","","2017-05-28 14:50:46"
825,41,"Crue de Cacao",65,"box",80,0,"faldone blu","","2017-05-28 14:56:01"
826,7,"Venezuela (ricco)",85,"paper",70,1,"faldone giallo","","2017-05-28 15:18:28"
827,6,"Nocciolato fondente",50,"paper",230,0,"faldone giallo","","2017-05-28 15:25:46"
828,240,"Viel Gluck fur dich",37,"paper",30,0,"faldone rosso","","2017-05-28 15:30:40"
829,74,"Chocolat blanc fourrè aux pistaches fraiches",45,"paper",65,0,"faldone rosso","","2017-05-28 15:33:39"
830,16,"Fondente con nocciole intere (Nocciola Piemonte IGP, novità)",45,"paper",100,0,"faldone rosso","","2017-05-28 15:50:12"
831,84,"Mikado Brusnica",72,"box",100,0,"faldone verde","","2017-05-28 15:52:54"
832,7,"Perù (delicato)",85,"paper",70,0,"faldone giallo","","2017-07-29 14:28:14"
833,234,"Latte + Cocco",33,"box",130,0,"raccoglitore","","2017-07-29 14:30:58"
834,6,"Ghana cioccolato amaro delicato (retro con arancia e limone)",70,"box",75,1,"faldone blu","","2017-07-29 14:39:31"
835,6,"Cioccolato fondente amaro extra (arancia e limone, non caffè)",88,"box",75,0,"faldone blu","","2017-07-29 14:39:31"
836,6,"Extra fondente con lamponi e granella di mandorle",70,"box",75,1,"faldone blu","","2017-07-29 14:43:04"
837,239,"Paranussnougat + Urwaldpfeffer",60,"",70,0,"faldone rosso","","2017-07-29 14:48:28"
838,13,"Johannisbeer streusel",0,"paper",100,0,"faldone rosso","","2017-07-29 14:50:56"
839,241,"Noir",70,"paper",100,0,"faldone rosso","","2017-07-29 14:54:16"
840,25,"Pierrot mleczna nadziewana z orzeskami",29,"paper",100,0,"faldone rosso","","2017-07-29 14:56:33"
841,242,"Chocolate Bitter con Pasas",0,"paper",50,0,"faldone rosso","","2017-07-29 15:00:11"
842,16,"Fondente con mandorle tostate",45,"paper",100,1,"faldone rosso","","2017-07-29 15:04:10"
843,16,"Fondente con scorze di limone e mandorle",50,"paper",100,0,"faldone rosso","","2017-07-29 15:04:10"
844,243,"Chocolat noir doux",71,"label",0,0,"faldone verde","","2017-07-29 15:07:44"
845,244,"Noir",99,"label",65,0,"faldone verde","","2017-07-29 15:13:48"
846,244,"Madagascar",50,"label",65,0,"faldone verde","","2017-07-29 15:13:48"
